1,-2.7694973,2.6778586
2,-2.7039693,2.5350218
3,-2.4496287,3.7726618
4,-3.0914262,3.7666043
5,-3.6024423,2.756505
6,-3.1501035,2.2899405
7,-3.8721481,2.7821201
8,-4.4066625,3.5119542
9,-1.9184512,2.6897197
10,-2.6501665,2.8594576
11,-3.4072859,2.2334514
12,-4.1114628,2.2214538
13,-4.0520705,1.6843888
14,-2.4740575,3.6777361
15,-2.3647504,3.3010651
16,-1.7310564,4.6641768
17,-3.5331894,2.6549011
18,-2.2467333,3.6223586
19,-3.5056169,2.997055
20,-3.4094362,2.8231793
21,-3.615908,2.2078621
22,-2.9382739,2.5466521
23,-2.1966817,2.3696945
24,-2.5060013,2.2981264
25,-3.3849358,3.8002217
26,-4.4986889,2.7670741
27,-4.5182835,2.260337
28,-3.1131061,2.1970125
29,-2.890406,3.1353717
30,-4.4314689,2.2908055
31,-2.3549737,3.4165937
32,-2.2524368,3.150445
33,-2.9368362,4.1031902
34,-2.0360937,3.2181088
35,-2.243485,3.2504581
36,-2.4828894,3.5497707
37,-3.2521258,2.1218884
38,-3.1699305,3.0773549
39,-2.9070216,2.6977701
40,-2.5754149,3.3580404
41,-2.3436207,1.4922695
42,-3.15227,2.7426235
43,-2.4004582,3.3680446
44,-3.7330305,2.7097461
45,-3.5576982,2.7000629
46,-3.6828479,3.1931904
47,-2.4896603,2.8812423
48,-3.7136464,3.3802834
49,-2.6965745,3.1735507
50,-3.2569185,1.960273
51,-2.6720094,2.9721725
52,-3.1062262,4.4342463
53,-3.062367,2.6679263
54,-3.5184119,2.1952386
55,-3.5649565,3.3645696
56,-2.9670298,3.5529004
57,-3.4119877,2.3314821
58,-1.7943619,4.4987333
59,-2.8575162,2.5272088
60,-3.2924804,3.0185888
61,-3.4309817,2.2920825
62,-2.9372459,2.214156
63,-2.3928658,3.4470219
64,-3.7593517,2.3142359
65,-2.5267619,4.4823029
66,-2.6344814,2.7785675
67,-3.0607419,1.611455
68,-2.4471372,3.5084787
69,-2.2181279,2.4943213
70,-2.50561,2.4638822
71,-2.1310211,2.8114816
72,-2.1424416,3.1984639
73,-3.3309782,4.1204973
74,-3.610556,2.4304874
75,-3.4065632,3.4115561
76,-3.4210656,2.1384752
77,-2.5170956,2.2319418
78,-2.6589592,4.3970176
79,-3.1286237,1.7001022
80,-3.7987264,2.5651869
81,-3.8901073,3.3972552
82,-3.6728574,3.2337596
83,-3.9545192,2.504119
84,-3.4725409,3.1609043
85,-2.7457152,3.0066846
86,-2.2628051,2.768999
87,-2.2210706,3.8976469
88,-2.4047664,3.3926524
89,-3.297639,2.7962489
90,-3.7512612,2.6014092
91,-3.7988375,2.5262465
92,-2.8437146,3.2031261
93,-2.466621,4.4886874
94,-2.4708371,2.7847558
95,-2.3950628,3.0198238
96,-1.7924101,4.2438142
97,-3.6073335,2.3972816
98,-3.4063601,2.8696139
99,-1.7366654,4.9932881
100,-4.1114092,2.6585749
101,-2.7255241,2.9820734
102,-3.9556158,2.3353318
103,-2.5651728,2.9839689
104,-3.3884569,3.1670874
105,-2.6024651,3.1125429
106,-3.3527224,3.2269363
107,-4.0728667,3.0922171
108,-3.4245642,3.0501749
109,-1.9224983,2.709853
110,-2.9602141,3.5451863
111,-3.5755989,1.9478765
112,-3.9527304,2.068716
113,-3.7195699,3.2698396
114,-4.2054815,2.8289285
115,-3.570982,2.5671504
116,-3.7467124,2.8154975
117,-1.8201382,3.6008855
118,-3.6041998,3.9069935
119,-2.706115,3.1593771
120,-2.4696629,3.2256841
